Restaurant Name,City,Address,Locality,Locality Verbose,Cuisines,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Rating color,Rating text
Ice Pan Creamery,New Delhi,"310, 2nd Floor, Near Food Court, DLF Place Mall, Saket, New Delhi",Saket,"Saket, New Delhi","Ice Cream, Desserts",Indian Rupees(Rs.),No,No,No,No,Green,Very Good
Rose Cafe,New Delhi,"2, Westend Marg, Saidulajab",Saket,"Saket, New Delhi","Cafe, Italian, Lebanese, Continental, Mediterranean",Indian Rupees(Rs.),No,No,No,No,Green,Very Good
Nueva,New Delhi,"Ground Floor, Sangam Courtyard, R K Puram, New Delhi","Sangam Courtyard, RK Puram","Sangam Courtyard, RK Puram, New Delhi",South American,Indian Rupees(Rs.),Yes,No,No,No,Orange,Average
Cafe Diva,New Delhi,"1st Floor, Sangam Courtyard, Major Somnath Marg, R K Puram, New Delhi","Sangam Courtyard, RK Puram","Sangam Courtyard, RK Puram, New Delhi","European, Italian",Indian Rupees(Rs.),Yes,No,No,No,Yellow,Good
Starbucks,New Delhi,"Sangam Courtyard, Major Somnath Marg, R K Puram, New Delhi","Sangam Courtyard, RK Puram","Sangam Courtyard, RK Puram, New Delhi",Cafe,Indian Rupees(Rs.),No,No,No,No,Yellow,Good
Cafe Delhi Heights,New Delhi,"Shop 1-2, Ground Floor, Sangam Courtyard, R K Puram, New Delhi","Sangam Courtyard, RK Puram","Sangam Courtyard, RK Puram, New Delhi","Continental, American, Italian, Seafood, North Indian, Cafe",Indian Rupees(Rs.),Yes,No,No,No,Green,Very Good
Delhi Club House,New Delhi,"Ground Floor, Sangam Courtyard, Major Somnath Marg, R K Puram, New Delhi","Sangam Courtyard, RK Puram","Sangam Courtyard, RK Puram, New Delhi","North Indian, Continental, Asian",Indian Rupees(Rs.),No,No,No,No,Green,Very Good
The Fatty Bao,New Delhi,"2nd Floor, Sangam Courtyard, R K Puram, New Delhi","Sangam Courtyard, RK Puram","Sangam Courtyard, RK Puram, New Delhi","Asian, Sushi",Indian Rupees(Rs.),Yes,No,No,No,Green,Very Good
Ziu,New Delhi,"Sangam Courtyard, Major Somnath Marg, R K Puram, New Delhi","Sangam Courtyard, RK Puram","Sangam Courtyard, RK Puram, New Delhi",Thai,Indian Rupees(Rs.),No,No,No,No,Green,Very Good
Al-Arabi Restaurant,New Delhi,"5th Floor, Plot 61, Drishay Palace, Near K2 Gas Office, Janta Flat, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi","Arabian, North Indian",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Bikaner Sweets,New Delhi,"Shop 7, Pocket H Market, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi","Mithai, Street Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Chawla'så_,New Delhi,"7, A Pocket Market, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,Orange,Average
DELI2NITE,New Delhi,"2-A, Main Market, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi","North Indian, Fast Food, Chinese",Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Green Chick Chop,New Delhi,"4/5, H Block Market, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi","Raw Meats, North Indian, Fast Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Laziz Fast Food & Laziz Khana,New Delhi,"Opposite H block Market, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi","North Indian, Chinese",Indian Rupees(Rs.),No,No,No,No,Orange,Average
New Zaika Kathi Rolls,New Delhi,"Shop 6, Plot 5, Pocket H, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi",Fast Food,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Sardar Ji Chaap & Rolls,New Delhi,"Pocket H & J Market, Pankaj Plaza, Sarita Vihar, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi",Fast Food,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Shri Bala Ji,New Delhi,"2, Pocket N, DDA Market, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,Orange,Average
The Kitchen Exotica,New Delhi,"Near Sarita Vihar Police Station, Opposite Apollo Hospital, Main Mathura Road, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi","North Indian, Chinese",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Wake And Bake,New Delhi,"Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi","Bakery, Desserts",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Neha's Biscotte,New Delhi,"A-184, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi","Bakery, Desserts",Indian Rupees(Rs.),No,No,No,No,Yellow,Good
Bikaner Sweets,New Delhi,"302-A, Pocket N, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi","Mithai, Street Food",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Biryani Bot,New Delhi,"H Pocket Market, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi",Biryani,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Brij Ki Rasoi,New Delhi,"Main Market, Madanpur Khadar, Sarita Vihar, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi","North Indian, South Indian, Mughlai",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Devika Restaurant,New Delhi,"373-A, Pocket-N, Near Sarita Vihar Police Chowki, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi",South Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Facebook Fast Food,New Delhi,"Shop 1, Madan Pur Khadar, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi","North Indian, Mughlai, Chinese",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Jo's Peace of Cake,New Delhi,"L-321, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi","Bakery, Desserts",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Kaka's Tiffin Service,New Delhi,"Pocket L, Sarita Vihar Market, Opposite GD Goenka School, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
MK Tiffin Service,New Delhi,"GF-771, Sukhdev Complex, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Moni Bakers,New Delhi,"5-A/1, Main Market, Madanpur Khadar, Near Aggarwal Sweets, Pocket D & E, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi",Bakery,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Nutri Lunch,New Delhi,"B-422, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Om Aggarwal Sweets,New Delhi,"2 A, Pocket M & N, Janta Flats, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi",Mithai,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Sansar Hotel,New Delhi,"E Block, Chauhan Market, Near DDA Market, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Shama Muradabadi Chicken Biryani,New Delhi,"Shop 3, 4B, Choudhry Nathu Singh Market, Main Road, Madanpur Khadar, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi",Mughlai,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Midnight Delight,New Delhi,"Near Sarita Vihar Metro Station, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi","North Indian, Chinese",Indian Rupees(Rs.),No,Yes,No,No,Red,Poor
Ashok & Ashok Meat Dhaba,New Delhi,"Shop 2, Ring Road, Sarojini Nagar, New Delhi",Sarojini Nagar,"Sarojini Nagar, New Delhi",North Indian,Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Durga Sweets Corner,New Delhi,"139, Near Ring Road Market, Sarojini Nagar, New Delhi",Sarojini Nagar,"Sarojini Nagar, New Delhi","Mithai, Street Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Hot Pot,New Delhi,"Opposite NDMC, DLF Plaza, Main Market, Sarojini Nagar, New Delhi",Sarojini Nagar,"Sarojini Nagar, New Delhi","Fast Food, Street Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Kwic Bitte Restaurant,New Delhi,"132, Sarojini Nagar Market, Sarojini Nagar, New Delhi",Sarojini Nagar,"Sarojini Nagar, New Delhi","Chinese, South Indian",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Khandani Pakodewala,New Delhi,"Ring Road Market, Nauroji Nagar, Near Sarojini Nagar, New Delhi",Sarojini Nagar,"Sarojini Nagar, New Delhi",Street Food,Indian Rupees(Rs.),No,No,No,No,Yellow,Good
Kulcha King,New Delhi,"Shop 144, Ring Road Market, Sarojini Nagar, New Delhi",Sarojini Nagar,"Sarojini Nagar, New Delhi",Street Food,Indian Rupees(Rs.),No,Yes,No,No,Yellow,Good
Cake Spot,New Delhi,"Shop 6, Nehru Nagar, Ring Road Market, Sarojini Nagar, New Delhi",Sarojini Nagar,"Sarojini Nagar, New Delhi","Bakery, Fast Food",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Chicken Point,New Delhi,"Shop 81, Ring Road Market, Sarojini Nagar, New Delhi",Sarojini Nagar,"Sarojini Nagar, New Delhi","Mughlai, North Indian",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Chowringhee,New Delhi,"Shop 6, Ring Road Market, Nauroji Nagar, Near, Sarojini Nagar, New Delhi",Sarojini Nagar,"Sarojini Nagar, New Delhi",Fast Food,Indian Rupees(Rs.),No,Yes,No,No,White,Not rated
Koolees Milkshake Bar,New Delhi,"85, Ring Road Market, Sulekha Vihar, Sarojini Nagar, New Delhi",Sarojini Nagar,"Sarojini Nagar, New Delhi",Beverages,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Krispy Kitchen,New Delhi,"Shop 1, P-2 Vikas Commercial Complex, Pillangi Village, Sarojini Nagar, New Delhi",Sarojini Nagar,"Sarojini Nagar, New Delhi","Chinese, Fast Food",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Mughlai Point,New Delhi,"Shop 78, Ring Road Market, Sarojini Nagar, New Delhi",Sarojini Nagar,"Sarojini Nagar, New Delhi",Mughlai,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Shama Chicken Corner,New Delhi,"Shop 3, Ring Road Market, Sarojni Nagar New Delhi",Sarojini Nagar,"Sarojini Nagar, New Delhi",Mughlai,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Alfa Kathi Rolls,New Delhi,"Shop 8, Opposite HDFC ATM, Satyaniketan Market, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",Fast Food,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Angeethi Express,New Delhi,"Opposite Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","North Indian, Chinese, Fast Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Backbenchers,New Delhi,"294, 2nd Floor, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Cafe, Continental, Italian, North Indian",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Bake Day,New Delhi,"214, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Bakery, Fast Food",Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Balaji Dhaba,New Delhi,"4, Satyaniketan Market, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Bhukkad,New Delhi,"295, First Floor, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",North Indian,Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Cafe Coffee Day,New Delhi,"13, South Campus, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",Cafe,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Cafe Cones & Curries,New Delhi,"Shop 7, Ground Floor, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Fast Food, North Indian",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Cafe Trance & Lounge,New Delhi,"286, Basement, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Cafe, Fast Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Chinese Hut,New Delhi,"181, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",Chinese,Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Chocolate Square,New Delhi,"116, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Bakery, Desserts",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Chocolate Temptation,New Delhi,"60, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Bakery, Desserts",Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Flirty Momo's,New Delhi,"Shop 3, Building 12, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",Chinese,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Food Junkies,New Delhi,"181/2, Satya Niketan Market, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","North Indian, Chinese, Mughlai",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Frozen Fantasy,New Delhi,"295, Satyaniketan Market, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Desserts, Beverages",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Hooters,New Delhi,"297, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Continental, Mexican, Fast Food, North Indian, Chinese",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Katwalk Lounge,New Delhi,"68, Near Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Cafe, Italian",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Mom Hand Momos,New Delhi,"Opposite Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",Chinese,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Muradabadi Biryani Centre,New Delhi,"Shop 2, Mini Market, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",Mughlai,Indian Rupees(Rs.),No,No,No,No,Orange,Average
NCR Cafe ,New Delhi,"3rd Floor, Building 15, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Cafe, Chinese, Fast Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Peri Peri Momos,New Delhi,"57, Satya Niketan Road, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Chinese, Fast Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
RosartÌ© Chocolate,New Delhi,"A/19, West End, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",Desserts,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Shanghai Restaurant,New Delhi,"9, Satyaniketan Market, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","North Indian, Mughlai, Chinese",Indian Rupees(Rs.),No,No,No,No,Orange,Average
SharpShooters Roof Top Cafe,New Delhi,"282, Roof Top, Benito Juarez Marg, South Moti Bagh, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Cafe, Chinese, Italian",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Stuti Restaurant,New Delhi,"6, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,Orange,Average
The Addictions,New Delhi,"99, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","North Indian, Chinese",Indian Rupees(Rs.),No,No,No,No,Orange,Average
The Kahuna,New Delhi,"House 4-5, Opposite Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Chinese, Continental, Italian, North Indian",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Turn Up,New Delhi,"296, 2nd Floor Satyaniketan, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","North Indian, Chinese",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Wow! Momo,New Delhi,"289, Opposite Venkateshwar College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Chinese, Fast Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Echoes Satyaniketan,New Delhi,"17, 1st Floor, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Cafe, Continental, Italian, Mexican, Chinese, American",Indian Rupees(Rs.),No,No,No,No,Dark Green,Excellent
#OFF Campus,New Delhi,"284, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Cafe, Continental, Italian, Fast Food",Indian Rupees(Rs.),Yes,Yes,No,No,Yellow,Good
2 Bandits Lounge & Bar,New Delhi,"16, 1st & 2nd Floor, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Italian, Continental, Mexican, North Indian",Indian Rupees(Rs.),Yes,No,No,No,Yellow,Good
"34, Chowringhee Lane",New Delhi,"93, Opposite Venkateswara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",Fast Food,Indian Rupees(Rs.),No,No,No,No,Yellow,Good
Amigo's Hub,New Delhi,"96, Opposite Sri Venkateswara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Cafe, Fast Food",Indian Rupees(Rs.),No,Yes,No,No,Yellow,Good
CAD M CAD B,New Delhi,"Shop 10, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Fast Food, Italian, Beverages",Indian Rupees(Rs.),No,Yes,No,No,Yellow,Good
Cafe 121,New Delhi,"121, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Continental, American, Italian, North Indian, Chinese",Indian Rupees(Rs.),No,Yes,No,No,Yellow,Good
Cafe Hera Pheri,New Delhi,"2, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Cafe, Italian, Chinese, North Indian",Indian Rupees(Rs.),No,No,No,No,Yellow,Good
Cafe Tansen,New Delhi,"14, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","North Indian, Chinese",Indian Rupees(Rs.),Yes,No,No,No,Yellow,Good
CafÌ¬ Befikre,New Delhi,"289, 1st Floor, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Chinese, Continental",Indian Rupees(Rs.),No,Yes,No,No,Yellow,Good
CafÌ© 101,New Delhi,"101, Opposite Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Cafe, Italian, North Indian",Indian Rupees(Rs.),No,Yes,No,No,Yellow,Good
Canteen Till I Die,New Delhi,"107, Ground Floor, Opposite Sri Venkateswara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Cafe, Fast Food",Indian Rupees(Rs.),No,No,No,No,Yellow,Good
China Bowl,New Delhi,"10, Satyaniketan Market, Opposite Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Chinese, Thai, Japanese, Tibetan",Indian Rupees(Rs.),No,Yes,No,No,Yellow,Good
Chowringhee,New Delhi,"93, Opposite Venkateswara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Street Food, Chinese, North Indian",Indian Rupees(Rs.),No,Yes,No,No,Yellow,Good
Crazy Kitchen Lounge & Terrace,New Delhi,"37, Near HDFC ATM, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","North Indian, Chinese, Italian",Indian Rupees(Rs.),No,Yes,No,No,Yellow,Good
FrenZone,New Delhi,"17, Ground Floor, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","North Indian, Chinese, Fast Food, Cafe",Indian Rupees(Rs.),Yes,Yes,No,No,Yellow,Good
Giani,New Delhi,"Shop 93, Main Market, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Ice Cream, Desserts",Indian Rupees(Rs.),No,Yes,No,No,Yellow,Good
Grill Master,New Delhi,"106, Ground Floor, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",Fast Food,Indian Rupees(Rs.),No,Yes,No,No,Yellow,Good
High On Burgers,New Delhi,"57, Opposite Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Fast Food, Burger",Indian Rupees(Rs.),No,Yes,No,No,Yellow,Good
Kev's,New Delhi,"298, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",Fast Food,Indian Rupees(Rs.),No,No,No,No,Yellow,Good
Madira,New Delhi,"289, 2nd Floor, South Moti Bagh, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Cafe, North Indian, Chinese",Indian Rupees(Rs.),No,No,No,No,Yellow,Good
Nature Hut Cafe,New Delhi,"295, Upper Ground Floor, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Chinese, Thai, Continental, Fast Food, North Indian",Indian Rupees(Rs.),Yes,Yes,No,No,Yellow,Good
Papa Buns,New Delhi,"Shop 286, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",Cafe,Indian Rupees(Rs.),No,No,No,No,Yellow,Good
Pirates of Campus,New Delhi,"1st Floor, Building 9, Opposite Venkateshwar College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Cafe, North Indian, Continental, Italian",Indian Rupees(Rs.),No,Yes,No,No,Yellow,Good
Subway,New Delhi,"284, Main Market, Near Venkateswara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","American, Fast Food, Salad, Healthy Food",Indian Rupees(Rs.),No,Yes,No,No,Yellow,Good
Sushiya Express,New Delhi,"Shop 10, Satyaniketan Market, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Sushi, Asian",Indian Rupees(Rs.),No,Yes,No,No,Yellow,Good
The Chai Story,New Delhi,"292, 1st Floor, Opposite Venkateshwar College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",Cafe,Indian Rupees(Rs.),No,No,No,No,Yellow,Good
The Food Truck Cafe,New Delhi,"Plot 69, Near HDFC Bank ATM, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",Cafe,Indian Rupees(Rs.),No,No,No,No,Yellow,Good
The Punter House,New Delhi,"2nd & 3rd Floor, Building 9, Opposite Venkateshwar College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Cafe, Continental, Mexican, Italian, North Indian, Chinese",Indian Rupees(Rs.),Yes,No,No,No,Yellow,Good
Thikaana,New Delhi,"2, 1st Floor, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Cafe, Continental, Italian, Chinese",Indian Rupees(Rs.),No,No,No,No,Yellow,Good
Tin Town CafÌ©,New Delhi,"37, Ground Floor, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Cafe, North Indian, Continental, Chinese",Indian Rupees(Rs.),No,Yes,No,No,Yellow,Good
Uptown Cafe,New Delhi,"4-5, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Cafe, Continental, Chinese, North Indian, Italian",Indian Rupees(Rs.),Yes,Yes,No,No,Yellow,Good
Vadapav Junction,New Delhi,"Outlet 1, Ground Floor, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",Street Food,Indian Rupees(Rs.),No,Yes,No,No,Yellow,Good
Crispers,New Delhi,"96, Opposite Venkteshwara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi","Fast Food, Beverages",Indian Rupees(Rs.),No,No,No,No,White,Not rated
